page455	129	.00254295
page371	135	.00252297
page148	121	.00246069
page125	135	.00224655
page359	144	.00223771
page432	131	.00223193
page205	146	.00221192
page423	125	.00220291
page354	135	.00218923
page34	117	.00217380
page121	137	.00216338
page191	119	.00216108
page451	137	.00215551
page484	139	.00215339
page361	117	.00215208
page226	130	.00215017
page206	120	.00214287
page352	122	.00214044
page392	116	.00213972
page140	129	.00213538
page442	130	.00213092
page176	119	.00212960
page22	127	.00212831
page142	139	.00212707
page316	115	.00212198
page190	125	.00212036
page267	130	.00211597
page105	131	.00211510
page97	143	.00211359
page418	120	.00211078
page298	123	.00210950
page120	138	.00210530
page272	123	.00210450
page404	124	.00210281
page462	101	.00209951
page497	126	.00209664
page195	130	.00209359
page77	118	.00209264
page7	120	.00209137
page197	118	.00209135
page251	112	.00208951
page11	132	.00208832
page493	122	.00208548
page390	131	.00208495
page383	127	.00208364
page207	130	.00208005
page215	126	.00207854
page238	131	.00207681
page494	107	.00207462
page360	122	.00207459
page143	129	.00207436
page327	129	.00207259
page312	116	.00207220
page499	116	.00207056
page315	129	.00207055
page403	117	.00206972
page405	127	.00206907
page110	122	.00206898
page0	123	.00206876
page151	125	.00206769
page28	122	.00206765
page331	130	.00206765
page362	132	.00206687
page279	133	.00206571
page444	130	.00206569
page292	127	.00206517
page393	122	.00206491
page89	131	.00206433
page185	125	.00206425
page234	112	.00206401
page66	127	.00206396
page286	124	.00206313
page453	110	.00206244
page303	123	.00206214
page247	126	.00206190
page72	117	.00206114
page237	120	.00205905
page87	137	.00205827
page80	123	.00205795
page486	118	.00205722
page263	128	.00205713
page368	106	.00205703
page344	129	.00205554
page439	126	.00205441
page470	125	.00205163
page498	128	.00204965
page409	120	.00204875
page183	124	.00204826
page114	112	.00204721
page149	111	.00204639
page436	125	.00204618
page179	117	.00204608
page424	111	.00204448
page309	119	.00204422
page419	114	.00204218
page269	134	.00204192
page450	126	.00204099
page107	119	.00204069
page187	127	.00204049
page27	125	.00204026
page495	129	.00204006
page232	104	.00203988
page32	136	.00203952
page67	115	.00203813
page21	125	.00203800
page468	125	.00203798
page112	120	.00203766
page349	125	.00203729
page460	122	.00203728
page220	127	.00203712
page412	122	.00203669
page124	125	.00203616
page23	128	.00203612
page135	119	.00203589
page160	128	.00203587
page244	130	.00203527
page472	120	.00203484
page260	128	.00203464
page156	129	.00203432
page376	129	.00203349
page231	114	.00203206
page347	133	.00203147
page200	123	.00203119
page302	132	.00203104
page427	125	.00203082
page366	126	.00203080
page96	118	.00203068
page469	126	.00203035
page155	128	.00203030
page398	122	.00202893
page408	138	.00202890
page356	124	.00202888
page387	134	.00202862
page174	121	.00202847
page75	119	.00202796
page443	129	.00202727
page320	130	.00202720
page252	114	.00202710
page288	121	.00202699
page137	125	.00202689
page283	119	.00202589
page212	118	.00202557
page236	126	.00202537
page204	113	.00202530
page416	121	.00202331
page290	130	.00202321
page184	114	.00202316
page164	118	.00202298
page355	128	.00202290
page126	116	.00202283
page57	129	.00202229
page265	126	.00202214
page350	121	.00202129
page438	134	.00202082
page428	112	.00201951
page86	122	.00201882
page329	119	.00201859
page478	133	.00201838
page284	120	.00201774
page492	116	.00201738
page264	128	.00201723
page308	117	.00201703
page64	118	.00201695
page167	122	.00201662
page270	126	.00201633
page88	120	.00201600
page9	108	.00201581
page271	115	.00201565
page225	124	.00201564
page456	114	.00201540
page214	115	.00201488
page30	121	.00201442
page219	127	.00201431
page182	122	.00201422
page141	129	.00201403
page91	123	.00201385
page386	127	.00201385
