page371	135	.00337577
page455	129	.00319792
page148	121	.00313626
page125	135	.00265130
page432	131	.00259833
page359	144	.00257243
page205	146	.00253024
page423	125	.00248068
page354	135	.00246543
page34	117	.00242677
page121	137	.00240512
page451	137	.00239189
page361	117	.00238703
page191	119	.00238377
page140	129	.00238302
page484	139	.00237864
page226	130	.00236665
page206	120	.00234327
page176	119	.00234170
page22	127	.00233274
page190	125	.00233085
page316	115	.00232648
page442	130	.00232477
page392	116	.00231723
page142	139	.00231481
page352	122	.00230297
page97	143	.00229905
page298	123	.00229807
page267	130	.00229560
page418	120	.00228097
page105	131	.00227707
page272	123	.00226242
page404	124	.00226131
page120	138	.00224818
page77	118	.00223269
page195	130	.00223123
page7	120	.00222986
page383	127	.00222313
page251	112	.00222258
page390	131	.00222192
page497	126	.00221961
page89	131	.00221818
page151	125	.00221775
page493	122	.00221752
page197	118	.00221537
page207	130	.00221432
page403	117	.00221209
page247	126	.00220339
page215	126	.00219598
page28	122	.00219060
page315	129	.00219013
page405	127	.00218987
page360	122	.00218926
page462	101	.00218891
page11	132	.00218838
page303	123	.00218705
page312	116	.00218592
page185	125	.00218253
page110	122	.00217620
page238	131	.00217516
page279	133	.00217467
page66	127	.00217425
page143	129	.00217207
page327	129	.00217078
page292	127	.00217027
page0	123	.00216960
page331	130	.00216799
page286	124	.00216663
page179	117	.00216436
page499	116	.00216201
page234	112	.00215829
page444	130	.00215738
page80	123	.00215526
page362	132	.00215492
page494	107	.00215412
page368	106	.00215342
page393	122	.00215103
page470	125	.00214505
page453	110	.00214248
page436	125	.00214212
page486	118	.00214097
page237	120	.00213997
page149	111	.00213913
page72	117	.00213738
page409	120	.00213657
page439	126	.00213523
page263	128	.00213518
page344	129	.00213382
page232	104	.00213345
page183	124	.00213329
page87	137	.00213235
page114	112	.00213015
page450	126	.00211744
page495	129	.00211624
page460	122	.00211211
page309	119	.00211049
page419	114	.00211010
page269	134	.00210271
page387	134	.00210241
page498	128	.00209835
page428	112	.00209695
page468	125	.00209677
page124	125	.00209402
page469	126	.00209278
page424	111	.00209245
page244	130	.00209079
page412	122	.00209003
page67	115	.00208992
page220	127	.00208969
page135	119	.00208802
page23	128	.00208731
page260	128	.00208723
page302	132	.00208661
page32	136	.00208645
page236	126	.00208617
page376	129	.00208576
page167	122	.00208105
page187	127	.00208006
